Status,Title,IPC,Application Number,Application Date,Applicant,Holder,Citations,Abstract
등록,머신러닝 앙상블을 이용한 중고차 가격 예측 방법 및 이를 이용한 시스템(Method for Used-Car Price Prediction using Machine Learning Ensemble and System Using the Same),"G06Q 30/02, G06N 20/20, G06N 3/08",N/A,N/A,1020220105218 (2022.08.23),N/A,N/A,"본 명세서는 머신러닝 앙상블(Ensemble)을 이용하여 적은 데이터를 통해서도 효율적으로 중고차 가격 예측을 수행하는 가격 예측 모델, 이에 기반한 가격 예측 방법 및 시스템에 대한 것이다. 이에 따른 중고차 가격 예측 방법은, 대상 중고차에 대한 제 1 타입 가격 예측 요청 데이터를 수신하고; 상기 제 1 타입 가격 예측 요청 데이터를 상기 대상 중고차의 차량 구분 키(key)에 대응하는 플래그(flag) 및 상기 플래그에 대응하는 N개의 최상 알고리즘에 맵핑하되, 상기 N개의 최상 알고리즘은, 복수의 데이터베이스로부터 전처리 과정을 통해 추출된 트레이닝(training) 세트 및 밸리데이션(validation) 세트를 통해 제 1 단계 앙상블 머신러닝 모델의 기 학습 과정에서 도출되는 알고리즘이며; 상기 제 1 단계 앙상블 머신러닝 모델을 통해 상기 제 1 타입 가격 예측 요청 데이터에 대응하는 제 1 차 예측 값을 도출하고; 그리고 상기 제 1 단계 앙상블 머신러닝 모델의 출력값을 입력 받도록 결합되는 제 2 단계 앙상블 머신러닝 모델을 통해 상기 제 1 차 예측 값에 대응하는 제 2 차 예측 값을 도출하는 것을 포함하는 것을 특징으로 한다."
등록,머신러닝 앙상블을 이용한 중고차 비즈니스 수행 방법 및 이를 이용한 시스템(Used-Car Business Method using Machine Learning Ensemble and System Using the Same),"G06Q 30/02, G06N 20/20, G06Q 30/08, G06Q 30/06, G06Q 10/08",N/A,N/A,1020220105439 (2022.08.23),N/A,N/A,"본 명세서는 머신러닝 앙상블(Ensemble)을 이용하여 가격 예측 타입 별 중고차 가격을 제시하여 비즈니스를 수행하는 방법 및 시스템에 대한 것이다. 이를 위한 비즈니스 방법은, 고객 유형에 따라 도매 가격 예측, 소매 가격 예측, 및 미래 시세 가격 예측 유형으로 구분된 가격 유형 정보를 획득하고; 상기 고객의 가격 예측 요청 데이터를 상기 가격 유형 정보와 함께 프라이싱 센터(pricing center)로 제공하며; 상기 프라이싱 센터의 예측 값에 기반하여 중고차 거래를 수행하는 것을 포함하되, 상기 프라이싱 센터는 특정 중고차 키(key)에 대해 도매 가격 예측 값, 소매 가격 예측 값, 및 미래 시세 예측 값을 보유하는 것을 특징으로 하는 것을 특징으로 한다."
등록,머신러닝을 이용한 지능형 스마트팜 운영 시스템(management system for smart-farm machine learning),"G06Q 50/02, G06Q 50/10, G06N 20/00, G05B 23/02",N/A,N/A,1020200003586 (2020.01.10),N/A,3,"본 발명은 스마트팜 관리서버가 재배공간인 스마트팜에 설치된 IoT센서들로부터 측정된 수집데이터들을 분석하여 현재 상태에 대응하는 최적의 환경 및 조건을 유지하기 위한 제어데이터를 생성함과 동시에 스마트팜의 제어유닛들이 스마트팜 관리서버에 의해 생성된 제어데이터에 따라 환경 및 물질의 공급이 이루어지도록 구성됨으로써 농작물의 생산량 및 품질을 극대화시킬 수 있을 뿐만 아니라 작업인력 및 시간을 절감시킬 수 있으며, 스마트팜 관리서버가 기 설정된 카테고리별로 특화된 머신러닝 알고리즘들을 각각 이용하여 카테고리별로 수집데이터를 분석하도록 구성됨으로써 현재 상태에 따라 출력되는 제어데이터의 정확성 및 신뢰도를 높일 수 있고, 이에 따라 농작물 생산량 및 품질을 더욱 개선시킬 수 있고, 스마트팜 관리서버가 컨트롤러로부터 전송받은 수집데이터에서 데이터 손실/누락이 발생하였는지를 판단하되, 데이터 손실/누락이 발생할 때, 기 저장된 수집데이터들 중 유사도가 가장 높은 수집데이터를 손실/누락된 데이터로 대체시킴으로써 일시적인 부하 및 충돌로 인해 데이터 손실/누락이 발생하더라도, 안정적인 서비스를 지속적으로 제공할 수 있는 지능형 스마트팜 운영 시스템에 관한 것이다."
등록,크라우드소싱 기반 프로젝트의 특성에 따른 라벨링 작업을 위한 머신러닝 모델 도입 여부 결정 방법 및 장치(METHOD AND APPARATUS FOR DETERMINING WHETHER TO INTRODUCE MACHINE LEARNING MODELS FOR LABELING TASKS ACCORDING CHARACTERISTICS OF CROWDSOURCING BASED ON PROJECTS),"G06Q 10/06, G06Q 10/10, G06N 20/00",N/A,N/A,1020210094319 (2021.07.19),N/A,1,"본 발명은 크라우드소싱 기반 프로젝트의 라벨링 작업을 위한 머신러닝 모델 도입 여부 결정 방법 및 장치에 관한 것이다. 본 발명의 일 실시예에 따른 크라우드소싱 기반 프로젝트의 라벨링 작업을 위한 머신러닝 모델 도입 여부 결정 방법에 있어서, 라벨링 작업에 대한 프로젝트가 의뢰되면, 상기 프로젝트 및 적어도 하나의 사전 학습된 머신러닝 모델 간의 매칭 스코어(score)를 산출하는 단계; 상기 산출된 매칭 스코어를 기반으로 상기 적어도 하나의 사전 학습된 머신러닝 모델들 중 상기 라벨링 작업을 위한 사전 학습된 머신러닝 모델이 존재하는지 여부를 확인하는 단계; 및 상기 확인 결과, 상기 라벨링 작업을 위한 사전 학습된 머신러닝 모델이 존재하는지 여부에 따라 자동 라벨링 또는 수동 라벨링 여부를 결정하는 단계를 포함하며, 상기 확인 결과, 상기 라벨링 작업을 위한 사전 학습된 머신러닝 모델이 존재하는 경우, 상기 확인된 사전 학습된 머신러닝 모델을 기반으로 자동 라벨링을 수행하고, 상기 라벨링 작업을 위한 사전 학습된 머신러닝 모델이 존재하지 않는 경우, 상기 라벨링 작업을 수동으로 수행할 시 소요되는 제1 비용 및, 상기 산출된 매칭 스코어가 미리 설정된 임계 범위 이내인 사전 학습된 머신러닝 모델 또는 커스텀 모델를 이용하여 상기 라벨링 작업을 자동으로 수행할 시 소요되는 제2 비용을 비교하고, 상기 비교 결과에 따라 자동 라벨링 또는 수동 라벨링 여부를 결정하는 단계를 더 포함할 수 있다."
등록,머신러닝에 기반한 X-선 상 척추 회전각도 측정시스템 및 이를 이용한 측정방법(A MACHINE LEARNING BASED ROTATION MEASUREMENT SYSTEM FOR SCOLIOSIS ON X-RAY IMAGE AND THE MEASUREMENT METHOD THEREOF),"A61B 6/00, G16H 50/20, G16H 30/40, G06T 7/00, G06T 7/60, G06N 20/00",N/A,N/A,1020210039962 (2021.03.26),N/A,N/A,"본 발명은 CT 촬영 상의 3D 영상 데이터베이스에 기반하여 척추체의 좌우 회전 처리를 수행한 후 X-선 상에 보여지는 2D 이미지로 재구성하여, 머신러닝(Machine Learning)을 수행함으로써 X-선 진단 만으로도 척추측만증의 수평면에 대한 척추회전각도를 정확하게 추정할 수 있는 측정방법 및 이를 이용한 측정 시스템 및 이를 이용한 측정방법에 관한 것이다."
등록,머신러닝 기반 산업기술 유출 예측 알고리즘과 이를 이용한 예측 시스템 및 방법(Prediction Algorithm for Industrial Technology Leakage Based on Machine Learning and its Prediction System and Method),"G06Q 10/06, G06Q 10/04, G06F 16/25, G06F 16/951, G06N 20/00",N/A,N/A,1020190062374 (2019.05.28),N/A,N/A,"머신러닝 기반 산업기술 유출 예측 알고리즘과 이를 이용한 예측 시스템 및 방법이 제공된다. 유출 방지를 위한 agent 프로그램을 통해서 수집 가능한 데이터를 도출하고 데이터의 타당성, 신뢰성을 확보하고 시나리오 에 따른 유출 행위(Behavior) 기반 유출자 예측 및 분류하여 유출 행위, 위험도를 예측하여 산업기술 유출을 사전에 예방하는 행위 기반 산업유출방지 예측 플랫폼을 제시한다."
등록,데이터의 타입을 자동으로 판별하여 메타데이터를 생성하는 방법 및 이를 위한 머신러닝/딥러닝 모델을 이용한 데이터 타입 판별 장치(METHOD FOR GENERATING METADATA FOR AUTOMATICALLY DETERMINING TYPE OF DATA AND APPARATUS FOR DETERMINING TYPE OF DATA USING A MACHINE LEARNING/DEEP LEARNING MODEL FOR THE SAME),"G06F 18/24, G06F 18/40, G06N 20/00, G06N 3/09, G06N 3/04",N/A,N/A,1020230148252 (2023.10.31),N/A,N/A,"본 발명의 일 실시 예에 따른 머신러닝(Machine Learning)/딥러닝(Deep Learning) 모델을 이용한 메타데이터(Metadata) 생성 장치가 데이터의 타입 - 상기 데이터의 타입은 숫자형, 문자형, 범주형 및 날짜형을 포함함 - 을 자동으로 판별하여 메타데이터를 생성하는 방법은 (a) 수신한 데이터의 필드값이 날짜형 타입인지 1차적으로 판단하는 단계, (b) 상기 (a) 단계의 판단 결과, 날짜형 타입이 아니라고 1차적으로 판단되었다면, 상기 수신한 데이터의 필드값에 메타데이터 생성 규칙이 포함하는 데이터 타입 결정 조건을 적용하여 범주형 및 날짜형 중 어느 하나의 타입인지 2차적으로 판단하는 단계, (c) 상기 (b) 단계의 판단 결과, 범주형 및 날짜형 중 어느 하나의 타입이 아니라고 2차적으로 판단되었다면, 상기 수신한 데이터의 필드명을 상기 메타데이터 생성 규칙이 포함하는 데이터 타입의 판별에 관한 필드 매핑 테이블(Field Mapping Table)에 적용하여 숫자형, 문자형, 범주형 및 날짜형 중 어느 하나의 타입인지 최종적으로 판단하고 메타데이터를 생성하는 단계 및 (d) 상기 생성한 메타데이터를 머신러닝/딥러닝 모델로 학습하여 상기 메타데이터 생성 규칙을 업데이트하는 단계를 포함한다."
등록,다중 웹애플리케이션에 대한 성능 모니터링 및 이벤트 사전 예측을 위한 머신러닝 학습 방법(Machine learning method for performance monitoring and events for multiple web applications),"G06F 11/30, G06F 11/32, G06F 9/455, G06F 9/54, G06N 20/00",N/A,N/A,1020230070789 (2023.06.01),N/A,N/A,"다중 웹애플리케이션에 대한 성능 모니터링 및 이벤트 사전 예측을 위한 머신러닝 학습 방법이 개시된다. 본 바람의 바람직한 실시 예에 따른 다중 웹애플리케이션에 대한 성능 모니터링 및 이벤트 사전 예측을 위한 머신러닝 학습 방법은 PaaS 환경에 설치된 애플리케이션에 상주하며 개별 인스턴스에 대한 성능정보를 관제하고, 인스턴스의 생성 및 삭제를 감지하는 에이전트를 제어하는 에이전트관리부와 상기 에이전트관리부에서 수집된 애플리케이션 구성정보와 성능정보를 관리하고 시각화하는 애플리케이션매니저부와 수집된 데이터를 기반으로 애플리케이션의 성능을 분석하고, 분석정보를 통해 이벤트 및 장애 발생을 관리하는 데이터분석부와 상기 애플리케이션매니저부와 데이터분석부에서 분석 및 시각화한 데이터를 웹브라우저를 통해 사용자에게 제공하는 웹서버부를 포함할 수 있다."
등록,역추적을 통한 빅데이터 및 머신러닝 기반 로또 시스템(Big data and machine learning-based lottery system through backtracking),"G06Q 50/34, G07F 17/32, G07C 15/00, G06F 17/18, G06F 16/95, G06Q 50/10",N/A,N/A,1020230023942 (2023.02.22),N/A,N/A,"본 발명은 역추적을 통한 빅데이터 및 머신러닝 기반 로또 시스템에 있어서, 사용자입력을 통해 복수의 로또당첨 구매번호의 제공 서비스를 구매하는 스마트단말기를 포함하며, 상기 스마트단말기는 상기 복수의 로또당첨 구매번호를 상기 디스플레이부에 표시하도록 하는 것을 특징으로 한다."
등록,머신러닝 기반의 유해 사이트 분류 방법(METHOD FOR MACHINE LEARNING-BASED HARMFUL WEB SITE CLASSIFICATION),"H04L 9/40, H04L 67/02, G06N 20/00",N/A,N/A,1020220185197 (2022.12.27),N/A,N/A,"본 발명은 메인 서버에 의해 수행되는, 머신러닝 기반의 유해 사이트 분류 방법에 있어서, (a) 특정 웹 사이트에 접속하는 단계; (b) 상기 웹 사이트의 HTML 소스코드를 추출하고, 전처리하여 토큰화를 수행하는 단계; (c) 기 설정된 알고리즘에 따라, 각각의 토큰을 벡터화하는 단계; 및 (d) 기계학습모델에 각각의 벡터값을 입력하여 상기 웹 사이트의 유해 사이트 여부를 판단하는 단계를 포함하되, 상기 기계학습모델은, 로지스틱 회귀(Logistic Regression) 모델로 구성되며, 출력데이터가 0에서 1 사이의 값으로 출력될 경우, 출력데이터를 기초로 상기 웹 사이트가 유해 사이트에 속할 확률을 예측하는, 머신러닝 기반의 유해 사이트 분류 방법에 관한 것이다."
등록,서포트 벡터 머신러닝 알고리즘을 이용한 태양광 발전시스템의 직류아크 검출방법(Arc Detection Method of Solar Power Generation System using Support Vector Machine Learning Algorithm),"H02S 50/00, G01R 31/12, G01R 19/00, G01R 19/25",N/A,N/A,1020220134144 (2022.10.18),N/A,N/A,"본 발명은 머신러닝을 통해 정상 전류와 아크 전류를 구분하는 분류 모델을 생성하고, 생성된 분류 모델을 통해 취득되는 스트링 전류의 아크 발생여부를 판단하는 서포트 벡터 머신러닝 알고리즘을 이용한 태양광 발전시스템의 직류아크 검출방법에 관한 것이다. 상기의 과제를 해결하기 위한 본 발명에 따른 서포트 벡터 머신러닝 알고리즘을 이용한 태양광 발전시스템의 직류아크 검출방법은, 서포트 벡터 머신(SVM) 알고리즘을 통해 학습 데이터로부터 정상 전류와 아크 전류를 구분하는 초평면이 모델링되어 분류 모델을 생성하는 데이터 학습 단계; 전류센서를 통해 실시간으로 취득되는 데이터에 신호 분석 기법을 적용하여 SVM 입력 파라미터 값을 산출하는 데이터 취득 단계; 및 산출된 입력 파라미터 값을 분류 모델에 입력하여 정상 전류와 아크 전류를 판별하는 데이터 평가 단계를 포함하는 것을 특징으로 한다."
